tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2197,1/21/2018 15:29,1/21/2018 16:06,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,31779,Customer,NULL,0
2656,1/21/2018 15:30,1/21/2018 16:14,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,31731,Subscriber,1959,2
163,1/21/2018 15:30,1/21/2018 15:32,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,26247,Subscriber,1976,0
627,1/21/2018 15:30,1/21/2018 15:40,3195,Sip Ave,40.73074263,-74.06378388,3203,Hamilton Park,40.72759597,-74.04424731,31735,Subscriber,1970,2
2754,1/21/2018 15:33,1/21/2018 16:19,3273,Manila & 1st,40.72165072,-74.04288411,3268,Lafayette Park,40.71346383,-74.06285852,31829,Subscriber,1977,1
219,1/21/2018 15:34,1/21/2018 15:37,3638,Washington St,40.7242941,-74.0354826,3187,Warren St,40.7211236,-74.03805095,31864,Subscriber,1989,1
209,1/21/2018 15:34,1/21/2018 15:37,3638,Washington St,40.7242941,-74.0354826,3187,Warren St,40.7211236,-74.03805095,31754,Subscriber,1990,2
260,1/21/2018 15:39,1/21/2018 15:43,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,29669,Subscriber,1980,1
115,1/21/2018 15:40,1/21/2018 15:42,3273,Manila & 1st,40.72165072,-74.04288411,3187,Warren St,40.7211236,-74.03805095,29582,Subscriber,NULL,0
489,1/21/2018 15:41,1/21/2018 15:49,3481,York St,40.71649,-74.04105,3199,Newport Pkwy,40.7287448,-74.0321082,31870,Subscriber,1987,1
2090,1/21/2018 15:42,1/21/2018 16:17,3207,Oakland Ave,40.7376037,-74.0524783,3196,Riverview Park,40.7443187,-74.0439909,31750,Subscriber,1976,2
1696,1/21/2018 15:42,1/21/2018 16:10,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,31719,Customer,NULL,0
1649,1/21/2018 15:43,1/21/2018 16:11,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,29602,Customer,NULL,0
178,1/21/2018 15:43,1/21/2018 15:46,3220,5 Corners Library,40.73496102,-74.05950308,3195,Sip Ave,40.73074263,-74.06378388,26252,Subscriber,1960,1
427,1/21/2018 15:43,1/21/2018 15:50,3213,Van Vorst Park,40.71848892,-74.04772663,3192,Liberty Light Rail,40.7112423,-74.0557013,26239,Subscriber,1987,2
1616,1/21/2018 15:43,1/21/2018 16:10,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,31762,Customer,NULL,0
1616,1/21/2018 15:43,1/21/2018 16:10,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,29617,Customer,NULL,0
236,1/21/2018 15:44,1/21/2018 15:48,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,31735,Subscriber,1988,2
485,1/21/2018 15:47,1/21/2018 15:55,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,31681,Subscriber,1990,2
177,1/21/2018 15:48,1/21/2018 15:51,3213,Van Vorst Park,40.71848892,-74.04772663,3276,Marin Light Rail,40.71458404,-74.04281706,31920,Subscriber,1983,1
247,1/21/2018 15:51,1/21/2018 15:55,3270,Jersey & 6th St,40.72528911,-74.04557168,3213,Van Vorst Park,40.71848892,-74.04772663,31151,Subscriber,1987,1
552,1/21/2018 15:57,1/21/2018 16:06,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,31701,Subscriber,1986,2
354,1/21/2018 16:00,1/21/2018 16:06,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31954,Subscriber,1968,2
393,1/21/2018 16:02,1/21/2018 16:08,3206,Hilltop,40.7311689,-74.0575736,3210,Pershing Field,40.74267714,-74.05178863,30964,Subscriber,1971,1
310,1/21/2018 16:05,1/21/2018 16:11,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,29655,Subscriber,1980,1
926,1/21/2018 16:06,1/21/2018 16:21,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,31870,Subscriber,1986,1
554,1/21/2018 16:10,1/21/2018 16:19,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,31841,Subscriber,1990,2
332,1/21/2018 16:12,1/21/2018 16:17,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,31678,Subscriber,1992,1
1223,1/21/2018 16:13,1/21/2018 16:33,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,29619,Customer,NULL,0
1259,1/21/2018 16:13,1/21/2018 16:34,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,29610,Customer,NULL,0
311,1/21/2018 16:13,1/21/2018 16:18,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,31912,Subscriber,1957,1
1912,1/21/2018 16:13,1/21/2018 16:45,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31681,Subscriber,1976,1
217,1/21/2018 16:19,1/21/2018 16:22,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,31845,Subscriber,1983,1
467,1/21/2018 16:20,1/21/2018 16:28,3210,Pershing Field,40.74267714,-74.05178863,3206,Hilltop,40.7311689,-74.0575736,31725,Subscriber,1971,1
3181,1/21/2018 16:23,1/21/2018 17:16,3217,Bayside Park,40.69865054,-74.08207968,3205,JC Medical Center,40.71653978,-74.04963791,31767,Customer,1992,1
369,1/21/2018 16:26,1/21/2018 16:32,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31686,Subscriber,1970,2
598,1/21/2018 16:27,1/21/2018 16:37,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,31870,Subscriber,1979,2
230,1/21/2018 16:29,1/21/2018 16:33,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31763,Subscriber,1985,1
523,1/21/2018 16:29,1/21/2018 16:38,3280,Astor Place,40.7192822,-74.07126188,3185,City Hall,40.7177325,-74.043845,31773,Subscriber,1988,1
219,1/21/2018 16:30,1/21/2018 16:34,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,29618,Subscriber,1958,2
328,1/21/2018 16:31,1/21/2018 16:37,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,31920,Subscriber,1968,2
1219,1/21/2018 16:32,1/21/2018 16:52,3638,Washington St,40.7242941,-74.0354826,3183,Exchange Place,40.7162469,-74.0334588,26205,Customer,NULL,0
1216,1/21/2018 16:32,1/21/2018 16:52,3638,Washington St,40.7242941,-74.0354826,3183,Exchange Place,40.7162469,-74.0334588,31695,Customer,NULL,0
470,1/21/2018 16:36,1/21/2018 16:44,3268,Lafayette Park,40.71346383,-74.06285852,3213,Van Vorst Park,40.71848892,-74.04772663,31829,Subscriber,1992,1
200,1/21/2018 16:46,1/21/2018 16:50,3272,Jersey & 3rd,40.72333159,-74.04595256,3185,City Hall,40.7177325,-74.043845,31870,Subscriber,1964,1
710,1/21/2018 16:47,1/21/2018 16:59,3192,Liberty Light Rail,40.7112423,-74.0557013,3214,Essex Light Rail,40.7127742,-74.0364857,31697,Subscriber,1988,1
288,1/21/2018 16:49,1/21/2018 16:54,3187,Warren St,40.7211236,-74.03805095,3276,Marin Light Rail,40.71458404,-74.04281706,29611,Subscriber,1992,1
744,1/21/2018 16:56,1/21/2018 17:08,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,31695,Customer,NULL,0
709,1/21/2018 16:56,1/21/2018 17:08,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26205,Customer,NULL,0
240,1/21/2018 17:00,1/21/2018 17:04,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,31778,Subscriber,1981,2
1108,1/21/2018 17:00,1/21/2018 17:19,3210,Pershing Field,40.74267714,-74.05178863,3280,Astor Place,40.7192822,-74.07126188,31759,Subscriber,1953,2
230,1/21/2018 17:01,1/21/2018 17:05,3276,Marin Light Rail,40.71458404,-74.04281706,3213,Van Vorst Park,40.71848892,-74.04772663,31763,Subscriber,1983,1
153,1/21/2018 17:02,1/21/2018 17:04,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,32843,Subscriber,1991,1
156,1/21/2018 17:07,1/21/2018 17:10,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,31903,Subscriber,1984,1
93,1/21/2018 17:10,1/21/2018 17:12,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,31822,Subscriber,1978,1
864,1/21/2018 17:11,1/21/2018 17:26,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,31695,Customer,NULL,0
597,1/21/2018 17:12,1/21/2018 17:22,3195,Sip Ave,40.73074263,-74.06378388,3191,Union St,40.7182113,-74.0836394,31912,Subscriber,1990,1
813,1/21/2018 17:12,1/21/2018 17:26,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,26205,Customer,NULL,0
839,1/21/2018 17:19,1/21/2018 17:33,3198,Heights Elevator,40.74871595,-74.0404433,3185,City Hall,40.7177325,-74.043845,31765,Subscriber,1978,1
249,1/21/2018 17:21,1/21/2018 17:26,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29588,Subscriber,1989,1
139,1/21/2018 17:22,1/21/2018 17:24,3639,Harborside,40.7192517,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,31709,Subscriber,1983,1
203,1/21/2018 17:22,1/21/2018 17:26,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,29655,Subscriber,1984,1
161,1/21/2018 17:26,1/21/2018 17:28,3185,City Hall,40.7177325,-74.043845,3272,Jersey & 3rd,40.72333159,-74.04595256,31870,Subscriber,1989,2
615,1/21/2018 17:28,1/21/2018 17:38,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,31776,Subscriber,1986,1
275,1/21/2018 17:29,1/21/2018 17:33,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,26205,Customer,NULL,0
270,1/21/2018 17:30,1/21/2018 17:34,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,31695,Customer,NULL,0
247,1/21/2018 17:35,1/21/2018 17:39,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,29600,Subscriber,1981,2
1770,1/21/2018 17:38,1/21/2018 18:07,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,29598,Customer,NULL,0
431,1/21/2018 17:38,1/21/2018 17:45,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,31926,Subscriber,1978,1
1685,1/21/2018 17:39,1/21/2018 18:07,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,29590,Customer,NULL,0
324,1/21/2018 17:40,1/21/2018 17:46,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,29610,Subscriber,1965,1
187,1/21/2018 17:41,1/21/2018 17:44,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,31870,Subscriber,1988,2
336,1/21/2018 17:41,1/21/2018 17:46,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31733,Subscriber,1978,1
301,1/21/2018 17:41,1/21/2018 17:46,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,29619,Subscriber,1993,1
273,1/21/2018 17:43,1/21/2018 17:47,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31709,Subscriber,1988,1
509,1/21/2018 17:46,1/21/2018 17:55,3279,Dixon Mills,40.72163014,-74.04996783,3276,Marin Light Rail,40.71458404,-74.04281706,31878,Subscriber,1985,1
72,1/21/2018 17:48,1/21/2018 17:49,3267,Morris Canal,40.71241882,-74.03852552,3214,Essex Light Rail,40.7127742,-74.0364857,31709,Subscriber,1978,1
459,1/21/2018 17:49,1/21/2018 17:57,3211,Newark Ave,40.72152515,-74.04630454,3206,Hilltop,40.7311689,-74.0575736,32795,Subscriber,1990,1
368,1/21/2018 17:50,1/21/2018 17:56,3267,Morris Canal,40.71241882,-74.03852552,3481,York St,40.71649,-74.04105,26166,Subscriber,1992,1
194,1/21/2018 17:51,1/21/2018 17:55,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,31681,Subscriber,1991,1
67,1/21/2018 17:51,1/21/2018 17:53,3267,Morris Canal,40.71241882,-74.03852552,3214,Essex Light Rail,40.7127742,-74.0364857,31828,Subscriber,1978,1
378,1/21/2018 17:54,1/21/2018 18:00,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.73074263,-74.06378388,29674,Subscriber,1979,1
615,1/21/2018 17:56,1/21/2018 18:06,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.73074263,-74.06378388,26289,Subscriber,1964,1
361,1/21/2018 17:56,1/21/2018 18:02,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,31715,Subscriber,1978,1
276,1/21/2018 18:03,1/21/2018 18:07,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,31776,Subscriber,1984,1
779,1/21/2018 18:04,1/21/2018 18:17,3185,City Hall,40.7177325,-74.043845,3272,Jersey & 3rd,40.72333159,-74.04595256,31765,Subscriber,1957,1
99,1/21/2018 18:06,1/21/2018 18:08,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,31920,Subscriber,1978,1
113,1/21/2018 18:12,1/21/2018 18:14,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,31717,Subscriber,1978,1
201,1/21/2018 18:15,1/21/2018 18:18,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,31694,Subscriber,1990,2
533,1/21/2018 18:15,1/21/2018 18:24,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,31697,Subscriber,1979,1
220,1/21/2018 18:15,1/21/2018 18:19,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31878,Subscriber,1989,2
1494,1/21/2018 18:19,1/21/2018 18:43,3207,Oakland Ave,40.7376037,-74.0524783,3276,Marin Light Rail,40.71458404,-74.04281706,29621,Subscriber,1984,2
624,1/21/2018 18:20,1/21/2018 18:30,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,31686,Subscriber,1959,1
476,1/21/2018 18:23,1/21/2018 18:31,3270,Jersey & 6th St,40.72528911,-74.04557168,3272,Jersey & 3rd,40.72333159,-74.04595256,31822,Subscriber,1975,1
263,1/21/2018 18:24,1/21/2018 18:28,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29608,Subscriber,NULL,0
709,1/21/2018 18:24,1/21/2018 18:36,3481,York St,40.71649,-74.04105,3481,York St,40.71649,-74.04105,29662,Subscriber,1981,1
208,1/21/2018 18:24,1/21/2018 18:28,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,26212,Subscriber,1981,2
189,1/21/2018 18:27,1/21/2018 18:30,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,31708,Subscriber,1990,2
168,1/21/2018 18:27,1/21/2018 18:30,3270,Jersey & 6th St,40.72528911,-74.04557168,3211,Newark Ave,40.72152515,-74.04630454,29618,Subscriber,1992,1
239,1/21/2018 18:31,1/21/2018 18:35,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,29674,Subscriber,1977,1
369,1/21/2018 18:33,1/21/2018 18:40,3275,Columbus Drive,40.7183552,-74.03891444,3202,Newport PATH,40.7272235,-74.0337589,26190,Subscriber,1992,1
345,1/21/2018 18:34,1/21/2018 18:40,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29644,Subscriber,1962,1
419,1/21/2018 18:39,1/21/2018 18:46,3272,Jersey & 3rd,40.72333159,-74.04595256,3185,City Hall,40.7177325,-74.043845,31822,Subscriber,1957,1
212,1/21/2018 18:42,1/21/2018 18:45,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,31765,Subscriber,1975,1
400,1/21/2018 18:46,1/21/2018 18:53,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,31687,Subscriber,1984,1
392,1/21/2018 18:46,1/21/2018 18:53,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,29598,Subscriber,1983,2
897,1/21/2018 18:46,1/21/2018 19:01,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,31884,Subscriber,1989,2
844,1/21/2018 18:46,1/21/2018 19:00,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,31845,Subscriber,1991,1
220,1/21/2018 18:51,1/21/2018 18:55,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,31744,Subscriber,1980,1
160,1/21/2018 18:52,1/21/2018 18:55,3273,Manila & 1st,40.72165072,-74.04288411,3270,Jersey & 6th St,40.72528911,-74.04557168,31735,Subscriber,NULL,0
358,1/21/2018 18:53,1/21/2018 18:59,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,29672,Subscriber,1984,2
172,1/21/2018 19:01,1/21/2018 19:04,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,29590,Subscriber,1990,1
287,1/21/2018 19:02,1/21/2018 19:06,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,31878,Subscriber,1981,1
196,1/21/2018 19:03,1/21/2018 19:06,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31954,Subscriber,1984,2
1165,1/21/2018 19:06,1/21/2018 19:25,3205,JC Medical Center,40.71653978,-74.04963791,3199,Newport Pkwy,40.7287448,-74.0321082,31767,Customer,1992,1
306,1/21/2018 19:06,1/21/2018 19:11,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,31822,Subscriber,1987,1
306,1/21/2018 19:08,1/21/2018 19:14,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,31778,Subscriber,1981,2
175,1/21/2018 19:09,1/21/2018 19:11,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31870,Subscriber,1983,1
438,1/21/2018 19:14,1/21/2018 19:21,3211,Newark Ave,40.72152515,-74.04630454,3212,Christ Hospital,40.73478582,-74.05044364,29618,Subscriber,1984,2
270,1/21/2018 19:15,1/21/2018 19:19,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,26247,Subscriber,1988,1
953,1/21/2018 19:17,1/21/2018 19:33,3191,Union St,40.7182113,-74.0836394,3209,Brunswick St,40.7241765,-74.0506564,31777,Subscriber,1990,1
447,1/21/2018 19:31,1/21/2018 19:38,3276,Marin Light Rail,40.71458404,-74.04281706,3203,Hamilton Park,40.72759597,-74.04424731,29655,Subscriber,1979,1
298,1/21/2018 19:38,1/21/2018 19:43,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31954,Subscriber,1989,2
408,1/21/2018 19:40,1/21/2018 19:47,3213,Van Vorst Park,40.71848892,-74.04772663,3272,Jersey & 3rd,40.72333159,-74.04595256,26212,Subscriber,1981,2
330,1/21/2018 19:42,1/21/2018 19:47,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31859,Subscriber,1988,2
135,1/21/2018 19:42,1/21/2018 19:44,3270,Jersey & 6th St,40.72528911,-74.04557168,3211,Newark Ave,40.72152515,-74.04630454,31822,Subscriber,1976,2
345,1/21/2018 19:43,1/21/2018 19:49,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31890,Subscriber,1970,2
701,1/21/2018 19:48,1/21/2018 20:00,3211,Newark Ave,40.72152515,-74.04630454,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31802,Subscriber,1991,2
120,1/21/2018 19:53,1/21/2018 19:55,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,26212,Subscriber,1981,2
212,1/21/2018 19:55,1/21/2018 19:58,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958612,-74.04311746,26166,Subscriber,1988,1
220,1/21/2018 19:59,1/21/2018 20:03,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,31926,Subscriber,1958,1
422,1/21/2018 20:04,1/21/2018 20:11,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,31925,Subscriber,1987,1
618,1/21/2018 20:04,1/21/2018 20:15,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,26257,Subscriber,1991,1
645,1/21/2018 20:14,1/21/2018 20:24,3186,Grove St PATH,40.71958612,-74.04311746,3190,Garfield Ave Station,40.71046702,-74.0700388,26166,Subscriber,1988,1
331,1/21/2018 20:16,1/21/2018 20:21,3269,Brunswick & 6th,40.72601173,-74.05038893,3213,Van Vorst Park,40.71848892,-74.04772663,31878,Subscriber,1990,1
486,1/21/2018 20:20,1/21/2018 20:28,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,31925,Subscriber,1987,1
344,1/21/2018 20:24,1/21/2018 20:30,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,31697,Subscriber,1991,1
325,1/21/2018 20:24,1/21/2018 20:30,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,26257,Subscriber,1993,2
290,1/21/2018 20:31,1/21/2018 20:36,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,26197,Subscriber,1980,1
826,1/21/2018 20:37,1/21/2018 20:50,3194,McGinley Square,40.72533993,-74.06762213,3202,Newport PATH,40.7272235,-74.0337589,31813,Subscriber,1977,1
256,1/21/2018 20:39,1/21/2018 20:43,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,29598,Subscriber,1973,1
417,1/21/2018 20:45,1/21/2018 20:52,3187,Warren St,40.7211236,-74.03805095,3481,York St,40.71649,-74.04105,31754,Subscriber,1978,1
1428,1/21/2018 20:45,1/21/2018 21:09,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,31691,Subscriber,1990,1
281,1/21/2018 20:45,1/21/2018 20:50,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,26252,Subscriber,1986,1
96,1/21/2018 20:51,1/21/2018 20:53,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.7183552,-74.03891444,31864,Subscriber,1983,2
460,1/21/2018 20:55,1/21/2018 21:02,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,31813,Subscriber,1979,1
106,1/21/2018 20:56,1/21/2018 20:58,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.7183552,-74.03891444,31934,Subscriber,1983,2
160,1/21/2018 20:59,1/21/2018 21:02,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31765,Subscriber,1987,1
322,1/21/2018 21:02,1/21/2018 21:07,3213,Van Vorst Park,40.71848892,-74.04772663,3269,Brunswick & 6th,40.72601173,-74.05038893,31878,Subscriber,1990,1
274,1/21/2018 21:03,1/21/2018 21:08,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,31719,Subscriber,1964,1
276,1/21/2018 21:04,1/21/2018 21:09,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,31765,Subscriber,1982,2
268,1/21/2018 21:04,1/21/2018 21:09,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,31766,Subscriber,1982,1
308,1/21/2018 21:05,1/21/2018 21:10,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,26175,Subscriber,1991,1
263,1/21/2018 21:09,1/21/2018 21:13,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,26289,Subscriber,1963,1
262,1/21/2018 21:10,1/21/2018 21:14,3281,Leonard Gordon Park,40.74590997,-74.05727148,3210,Pershing Field,40.74267714,-74.05178863,32493,Subscriber,1991,1
282,1/21/2018 21:13,1/21/2018 21:18,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,29598,Subscriber,1983,1
715,1/21/2018 21:24,1/21/2018 21:36,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,29598,Subscriber,1989,1
422,1/21/2018 21:33,1/21/2018 21:40,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,31719,Subscriber,1983,1
254,1/21/2018 21:43,1/21/2018 21:47,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,31878,Subscriber,1981,1
358,1/21/2018 21:56,1/21/2018 22:02,3210,Pershing Field,40.74267714,-74.05178863,3281,Leonard Gordon Park,40.74590997,-74.05727148,32493,Subscriber,1991,1
446,1/21/2018 22:08,1/21/2018 22:15,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,29583,Subscriber,1983,1
35698,1/21/2018 22:21,1/22/2018 8:16,3202,Newport PATH,40.7272235,-74.0337589,3210,Pershing Field,40.74267714,-74.05178863,31717,Customer,NULL,0
901,1/21/2018 22:21,1/21/2018 22:36,3202,Newport PATH,40.7272235,-74.0337589,3210,Pershing Field,40.74267714,-74.05178863,26190,Subscriber,1990,1
