tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
362,1/11/2018 2:10,1/11/2018 2:16,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,31938,Subscriber,1988,1
348,1/11/2018 5:06,1/11/2018 5:12,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,31874,Subscriber,1962,1
270,1/11/2018 5:08,1/11/2018 5:13,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31743,Subscriber,1994,1
1146,1/11/2018 5:09,1/11/2018 5:28,3207,Oakland Ave,40.7376037,-74.0524783,3276,Marin Light Rail,40.71458404,-74.04281706,31773,Subscriber,1984,2
197,1/11/2018 5:17,1/11/2018 5:20,3481,York St,40.71649,-74.04105,3183,Exchange Place,40.7162469,-74.0334588,31719,Subscriber,1982,1
386,1/11/2018 5:18,1/11/2018 5:24,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,29587,Subscriber,1985,1
377,1/11/2018 5:29,1/11/2018 5:36,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,31868,Subscriber,1982,1
196,1/11/2018 5:51,1/11/2018 5:54,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,31829,Subscriber,1961,1
154,1/11/2018 5:54,1/11/2018 5:57,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,31926,Subscriber,1975,1
460,1/11/2018 5:56,1/11/2018 6:03,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,31725,Subscriber,1995,1
127,1/11/2018 5:57,1/11/2018 5:59,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958612,-74.04311746,29598,Subscriber,1978,1
190,1/11/2018 6:05,1/11/2018 6:09,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,31680,Subscriber,1958,1
211,1/11/2018 6:07,1/11/2018 6:11,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,26275,Subscriber,1984,1
257,1/11/2018 6:09,1/11/2018 6:13,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,29582,Subscriber,1974,1
397,1/11/2018 6:15,1/11/2018 6:22,3267,Morris Canal,40.71241882,-74.03852552,3639,Harborside,40.7192517,-74.034234,31934,Subscriber,1957,1
221,1/11/2018 6:18,1/11/2018 6:22,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,26288,Subscriber,1977,2
152,1/11/2018 6:18,1/11/2018 6:21,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29612,Subscriber,1980,1
440,1/11/2018 6:28,1/11/2018 6:35,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.73074263,-74.06378388,31859,Subscriber,1980,1
224,1/11/2018 6:29,1/11/2018 6:33,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,29602,Subscriber,1987,2
241,1/11/2018 6:34,1/11/2018 6:38,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,31836,Subscriber,1971,2
172,1/11/2018 6:37,1/11/2018 6:40,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31735,Subscriber,1980,1
221,1/11/2018 6:40,1/11/2018 6:44,3481,York St,40.71649,-74.04105,3639,Harborside,40.7192517,-74.034234,31710,Subscriber,1986,1
177,1/11/2018 6:51,1/11/2018 6:54,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,31697,Subscriber,1970,1
526,1/11/2018 6:51,1/11/2018 7:00,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,26288,Subscriber,1964,1
186,1/11/2018 6:57,1/11/2018 7:00,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31779,Subscriber,1975,1
164,1/11/2018 7:00,1/11/2018 7:03,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,31840,Subscriber,1984,1
556,1/11/2018 7:04,1/11/2018 7:13,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.73074263,-74.06378388,26256,Subscriber,1960,1
308,1/11/2018 7:04,1/11/2018 7:09,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,29640,Subscriber,1987,2
289,1/11/2018 7:05,1/11/2018 7:10,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,29613,Subscriber,1989,2
274,1/11/2018 7:06,1/11/2018 7:10,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31779,Subscriber,1956,1
222,1/11/2018 7:07,1/11/2018 7:10,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,31744,Subscriber,1977,2
225,1/11/2018 7:08,1/11/2018 7:12,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31689,Subscriber,1991,1
480,1/11/2018 7:12,1/11/2018 7:20,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,31825,Subscriber,1985,1
244,1/11/2018 7:14,1/11/2018 7:18,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,26247,Subscriber,1987,2
231,1/11/2018 7:19,1/11/2018 7:22,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31907,Subscriber,1969,1
225,1/11/2018 7:19,1/11/2018 7:23,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,26186,Subscriber,1988,1
833,1/11/2018 7:20,1/11/2018 7:34,3639,Harborside,40.7192517,-74.034234,3194,McGinley Square,40.72533993,-74.06762213,31934,Subscriber,1984,1
327,1/11/2018 7:26,1/11/2018 7:31,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,31710,Subscriber,1957,1
161,1/11/2018 7:29,1/11/2018 7:32,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,31908,Subscriber,1992,1
447,1/11/2018 7:31,1/11/2018 7:39,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,31778,Subscriber,1964,2
242,1/11/2018 7:31,1/11/2018 7:35,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31708,Subscriber,1977,1
139,1/11/2018 7:31,1/11/2018 7:34,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,31920,Subscriber,1963,1
245,1/11/2018 7:32,1/11/2018 7:36,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29584,Subscriber,1981,1
567,1/11/2018 7:33,1/11/2018 7:42,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,31859,Subscriber,1979,1
356,1/11/2018 7:33,1/11/2018 7:39,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,31867,Subscriber,1973,1
289,1/11/2018 7:35,1/11/2018 7:39,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31765,Subscriber,1979,1
199,1/11/2018 7:35,1/11/2018 7:38,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,26155,Subscriber,1984,1
275,1/11/2018 7:35,1/11/2018 7:39,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31890,Subscriber,1973,1
629,1/11/2018 7:35,1/11/2018 7:45,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,29590,Subscriber,1988,2
240,1/11/2018 7:36,1/11/2018 7:40,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,31763,Subscriber,1989,1
145,1/11/2018 7:38,1/11/2018 7:41,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,31866,Subscriber,1960,1
282,1/11/2018 7:39,1/11/2018 7:43,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31710,Subscriber,1955,1
345,1/11/2018 7:43,1/11/2018 7:49,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,31868,Subscriber,1958,1
225,1/11/2018 7:44,1/11/2018 7:47,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31872,Subscriber,1983,1
301,1/11/2018 7:44,1/11/2018 7:49,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31946,Subscriber,1971,2
411,1/11/2018 7:45,1/11/2018 7:52,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,31691,Subscriber,1984,2
307,1/11/2018 7:46,1/11/2018 7:51,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,31760,Subscriber,1988,2
359,1/11/2018 7:49,1/11/2018 7:55,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,29622,Subscriber,1979,1
227,1/11/2018 7:49,1/11/2018 7:53,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,31684,Subscriber,1990,1
555,1/11/2018 7:49,1/11/2018 7:59,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,31870,Subscriber,1969,1
225,1/11/2018 7:50,1/11/2018 7:54,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,29602,Subscriber,1990,1
219,1/11/2018 7:51,1/11/2018 7:54,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,31825,Subscriber,NULL,0
510,1/11/2018 7:51,1/11/2018 8:00,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,29620,Subscriber,1956,1
232,1/11/2018 7:52,1/11/2018 7:56,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,29611,Subscriber,1974,1
319,1/11/2018 7:53,1/11/2018 7:59,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,31878,Subscriber,1984,2
734,1/11/2018 7:54,1/11/2018 8:06,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3638,Washington St,40.7242941,-74.0354826,31880,Subscriber,1984,1
224,1/11/2018 7:56,1/11/2018 7:59,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31719,Subscriber,1992,1
402,1/11/2018 7:57,1/11/2018 8:04,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,29581,Subscriber,1966,1
675,1/11/2018 7:58,1/11/2018 8:10,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,31754,Subscriber,1985,1
507,1/11/2018 7:59,1/11/2018 8:07,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.73074263,-74.06378388,31678,Subscriber,1954,1
94,1/11/2018 7:59,1/11/2018 8:01,3639,Harborside,40.7192517,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,31868,Subscriber,NULL,0
240,1/11/2018 8:00,1/11/2018 8:04,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,31739,Subscriber,1995,1
306,1/11/2018 8:01,1/11/2018 8:06,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,29610,Subscriber,1988,2
355,1/11/2018 8:01,1/11/2018 8:07,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,31767,Subscriber,1977,1
359,1/11/2018 8:03,1/11/2018 8:09,3275,Columbus Drive,40.7183552,-74.03891444,3184,Paulus Hook,40.7141454,-74.0335519,31680,Subscriber,1986,1
560,1/11/2018 8:03,1/11/2018 8:13,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.73074263,-74.06378388,26288,Subscriber,1985,2
250,1/11/2018 8:04,1/11/2018 8:08,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31776,Subscriber,1961,2
270,1/11/2018 8:07,1/11/2018 8:11,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,31711,Subscriber,1981,2
239,1/11/2018 8:09,1/11/2018 8:13,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,31777,Subscriber,1979,1
251,1/11/2018 8:09,1/11/2018 8:13,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31813,Subscriber,1975,1
468,1/11/2018 8:10,1/11/2018 8:17,3281,Leonard Gordon Park,40.74590997,-74.05727148,3640,Journal Square,40.73367,-74.0625,31695,Subscriber,1972,1
290,1/11/2018 8:10,1/11/2018 8:15,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,26175,Subscriber,1983,1
265,1/11/2018 8:12,1/11/2018 8:16,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,26229,Subscriber,1968,1
331,1/11/2018 8:12,1/11/2018 8:18,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31915,Subscriber,1988,2
231,1/11/2018 8:14,1/11/2018 8:18,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31151,Subscriber,1956,1
594,1/11/2018 8:17,1/11/2018 8:27,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,26157,Subscriber,1994,1
256,1/11/2018 8:19,1/11/2018 8:23,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31776,Subscriber,1976,1
274,1/11/2018 8:20,1/11/2018 8:25,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31759,Subscriber,1979,1
222,1/11/2018 8:20,1/11/2018 8:24,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31687,Subscriber,1989,1
555,1/11/2018 8:21,1/11/2018 8:30,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31735,Subscriber,1992,1
382,1/11/2018 8:21,1/11/2018 8:28,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,31870,Subscriber,1980,1
340,1/11/2018 8:22,1/11/2018 8:28,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31763,Subscriber,1984,1
229,1/11/2018 8:22,1/11/2018 8:26,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,26220,Subscriber,1994,1
1093,1/11/2018 8:22,1/11/2018 8:40,3212,Christ Hospital,40.73478582,-74.05044364,3183,Exchange Place,40.7162469,-74.0334588,31681,Subscriber,1981,1
315,1/11/2018 8:23,1/11/2018 8:28,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31878,Subscriber,1971,1
639,1/11/2018 8:23,1/11/2018 8:33,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,29629,Subscriber,1990,1
747,1/11/2018 8:23,1/11/2018 8:36,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,31842,Subscriber,1994,1
669,1/11/2018 8:25,1/11/2018 8:36,3207,Oakland Ave,40.7376037,-74.0524783,3202,Newport PATH,40.7272235,-74.0337589,29669,Subscriber,1993,1
181,1/11/2018 8:26,1/11/2018 8:29,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,31744,Subscriber,1989,1
250,1/11/2018 8:26,1/11/2018 8:30,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31867,Subscriber,1990,1
339,1/11/2018 8:27,1/11/2018 8:33,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,31875,Subscriber,1986,1
358,1/11/2018 8:28,1/11/2018 8:34,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,29598,Subscriber,1989,1
314,1/11/2018 8:28,1/11/2018 8:33,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,29600,Subscriber,1988,1
583,1/11/2018 8:29,1/11/2018 8:38,3207,Oakland Ave,40.7376037,-74.0524783,3194,McGinley Square,40.72533993,-74.06762213,31799,Subscriber,1989,1
284,1/11/2018 8:29,1/11/2018 8:33,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,29615,Subscriber,1981,1
268,1/11/2018 8:30,1/11/2018 8:34,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,31908,Subscriber,1991,1
392,1/11/2018 8:30,1/11/2018 8:37,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,29654,Subscriber,1980,1
451,1/11/2018 8:31,1/11/2018 8:38,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,31925,Subscriber,1988,2
671,1/11/2018 8:31,1/11/2018 8:42,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,31872,Subscriber,1982,1
1727,1/11/2018 8:31,1/11/2018 9:00,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,31767,Subscriber,1962,1
764,1/11/2018 8:31,1/11/2018 8:44,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,31843,Subscriber,1970,1
204,1/11/2018 8:31,1/11/2018 8:35,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,26275,Subscriber,1988,1
213,1/11/2018 8:32,1/11/2018 8:35,3273,Manila & 1st,40.72165072,-74.04288411,3638,Washington St,40.7242941,-74.0354826,26247,Subscriber,1974,1
449,1/11/2018 8:32,1/11/2018 8:39,3186,Grove St PATH,40.71958612,-74.04311746,3638,Washington St,40.7242941,-74.0354826,31697,Subscriber,1959,1
417,1/11/2018 8:32,1/11/2018 8:39,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,31675,Subscriber,1962,1
513,1/11/2018 8:33,1/11/2018 8:41,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,31728,Customer,NULL,0
462,1/11/2018 8:33,1/11/2018 8:41,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,31907,Subscriber,1954,1
235,1/11/2018 8:36,1/11/2018 8:40,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,29623,Subscriber,1984,1
275,1/11/2018 8:37,1/11/2018 8:42,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31708,Subscriber,1978,1
328,1/11/2018 8:37,1/11/2018 8:43,3207,Oakland Ave,40.7376037,-74.0524783,3640,Journal Square,40.73367,-74.0625,31701,Subscriber,1985,1
259,1/11/2018 8:37,1/11/2018 8:42,3276,Marin Light Rail,40.71458404,-74.04281706,3183,Exchange Place,40.7162469,-74.0334588,31709,Subscriber,1986,1
1876,1/11/2018 8:38,1/11/2018 9:10,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,31765,Subscriber,1971,2
267,1/11/2018 8:39,1/11/2018 8:44,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,31738,Subscriber,1977,2
242,1/11/2018 8:40,1/11/2018 8:44,3640,Journal Square,40.73367,-74.0625,3201,Dey St,40.737711,-74.066921,31695,Subscriber,1973,1
522,1/11/2018 8:40,1/11/2018 8:49,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,29673,Subscriber,1989,1
327,1/11/2018 8:41,1/11/2018 8:46,3205,JC Medical Center,40.71653978,-74.04963791,3214,Essex Light Rail,40.7127742,-74.0364857,33372,Subscriber,1992,1
152,1/11/2018 8:41,1/11/2018 8:44,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,31766,Subscriber,1986,1
324,1/11/2018 8:41,1/11/2018 8:47,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,31920,Subscriber,1970,1
1261,1/11/2018 8:43,1/11/2018 9:04,3281,Leonard Gordon Park,40.74590997,-74.05727148,3202,Newport PATH,40.7272235,-74.0337589,26193,Subscriber,1977,1
1529,1/11/2018 8:43,1/11/2018 9:08,3281,Leonard Gordon Park,40.74590997,-74.05727148,3183,Exchange Place,40.7162469,-74.0334588,31954,Subscriber,1976,1
640,1/11/2018 8:44,1/11/2018 8:55,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.73074263,-74.06378388,31847,Subscriber,1985,1
302,1/11/2018 8:44,1/11/2018 8:49,3209,Brunswick St,40.7241765,-74.0506564,3272,Jersey & 3rd,40.72333159,-74.04595256,31911,Subscriber,1959,2
698,1/11/2018 8:45,1/11/2018 8:57,3194,McGinley Square,40.72533993,-74.06762213,3186,Grove St PATH,40.71958612,-74.04311746,31683,Subscriber,1970,1
425,1/11/2018 8:51,1/11/2018 8:58,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,29641,Subscriber,1989,1
293,1/11/2018 8:52,1/11/2018 8:57,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,31733,Subscriber,1982,2
274,1/11/2018 8:52,1/11/2018 8:57,3212,Christ Hospital,40.73478582,-74.05044364,3206,Hilltop,40.7311689,-74.0575736,29586,Subscriber,1985,1
123,1/11/2018 8:52,1/11/2018 8:54,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29613,Subscriber,1962,1
249,1/11/2018 8:57,1/11/2018 9:01,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,29635,Subscriber,1982,1
230,1/11/2018 8:57,1/11/2018 9:01,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29640,Subscriber,1959,2
319,1/11/2018 8:58,1/11/2018 9:03,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,31773,Subscriber,1984,2
780,1/11/2018 9:00,1/11/2018 9:13,3194,McGinley Square,40.72533993,-74.06762213,3183,Exchange Place,40.7162469,-74.0334588,31727,Subscriber,1989,1
454,1/11/2018 9:02,1/11/2018 9:10,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,29619,Subscriber,1986,2
198,1/11/2018 9:03,1/11/2018 9:07,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,33372,Subscriber,1990,2
259,1/11/2018 9:06,1/11/2018 9:10,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,31728,Subscriber,1971,1
99,1/11/2018 9:08,1/11/2018 9:10,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31767,Subscriber,1962,1
192,1/11/2018 9:10,1/11/2018 9:13,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,31911,Subscriber,1977,1
127,1/11/2018 9:10,1/11/2018 9:12,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,26214,Subscriber,1980,2
267,1/11/2018 9:11,1/11/2018 9:15,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31686,Subscriber,1985,2
671,1/11/2018 9:13,1/11/2018 9:24,3194,McGinley Square,40.72533993,-74.06762213,3183,Exchange Place,40.7162469,-74.0334588,31799,Subscriber,1989,1
314,1/11/2018 9:13,1/11/2018 9:18,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,31870,Subscriber,1990,1
221,1/11/2018 9:13,1/11/2018 9:17,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,31925,Subscriber,1992,1
483,1/11/2018 9:14,1/11/2018 9:22,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,31840,Subscriber,1974,1
391,1/11/2018 9:15,1/11/2018 9:21,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,31766,Subscriber,1986,1
113,1/11/2018 9:15,1/11/2018 9:17,3639,Harborside,40.7192517,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,31767,Subscriber,1966,1
107,1/11/2018 9:15,1/11/2018 9:17,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31920,Subscriber,1963,1
266,1/11/2018 9:21,1/11/2018 9:26,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31689,Subscriber,1985,1
208,1/11/2018 9:21,1/11/2018 9:25,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,31722,Subscriber,1977,1
253,1/11/2018 9:22,1/11/2018 9:26,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31754,Subscriber,1972,1
256,1/11/2018 9:24,1/11/2018 9:29,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,29602,Subscriber,1970,1
258,1/11/2018 9:26,1/11/2018 9:30,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31710,Subscriber,1981,1
508,1/11/2018 9:28,1/11/2018 9:37,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,29607,Subscriber,1978,1
222,1/11/2018 9:31,1/11/2018 9:35,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,31849,Subscriber,1970,1
244,1/11/2018 9:32,1/11/2018 9:36,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,31920,Subscriber,1989,1
